DEPARTAMENTO,MUNICIPIO,AÑO,Centros_5G_predicho,Antenas_5G_Predicho
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,2025,44,6
CUNDINAMARCA,VILLAGÓMEZ,2025,11,1
CUNDINAMARCA,VILLAPINZÓN,2025,19,2
CUNDINAMARCA,VILLETA,2025,23,3
CUNDINAMARCA,VIOTÁ,2025,31,4
CUNDINAMARCA,YACOPÍ,2025,50,6
CUNDINAMARCA,ZIPACÓN,2025,33,4
CUNDINAMARCA,ZIPAQUIRÁ,2025,191,24
CUNDINAMARCA,ÚTICA,2025,15,2
CÓRDOBA,AYAPEL,2025,36,4
CÓRDOBA,CANALETE,2025,38,5
CÓRDOBA,CERETÉ,2025,93,12
CÓRDOBA,CHIMÁ,2025,36,4
CÓRDOBA,CHINÚ,2025,101,13
CÓRDOBA,CIÉNAGA DE ORO,2025,66,8
CÓRDOBA,COTORRA,2025,38,5
CÓRDOBA,LA APARTADA,2025,15,2
CÓRDOBA,LORICA,2025,133,17
CÓRDOBA,LOS CÓRDOBAS,2025,46,6
CÓRDOBA,MOMIL,2025,28,4
CÓRDOBA,MONTELÍBANO,2025,53,7
CÓRDOBA,MONTERÍA,2025,249,31
CÓRDOBA,MOÑITOS,2025,37,5
CÓRDOBA,PLANETA RICA,2025,102,13
CÓRDOBA,PUEBLO NUEVO,2025,87,11
CÓRDOBA,PUERTO ESCONDIDO,2025,42,5
CÓRDOBA,PUERTO LIBERTADOR,2025,66,8
CÓRDOBA,PURÍSIMA,2025,25,3
CÓRDOBA,SAHAGÚN,2025,152,19
CÓRDOBA,SAN ANDRÉS DE SOTAVENTO,2025,70,9
CÓRDOBA,SAN ANTERO,2025,109,14
CÓRDOBA,SAN BERNARDO DEL VIENTO,2025,70,9
CÓRDOBA,SAN CARLOS,2025,37,5
CÓRDOBA,SAN JOSÉ DE URÉ,2025,35,4
CÓRDOBA,SAN PELAYO,2025,70,9
CÓRDOBA,TIERRALTA,2025,100,12
CÓRDOBA,TUCHÍN,2025,87,11
CÓRDOBA,VALENCIA,2025,51,6
GUAINÍA,BARRANCOMINAS,2025,7,1
GUAINÍA,INÍRIDA,2025,38,5
GUAINÍA,LA GUADALUPE,2025,3,0
GUAINÍA,MORICHAL,2025,3,0
GUAINÍA,PANA PANA,2025,3,0
GUAVIARE,EL RETORNO,2025,35,4
GUAVIARE,SAN JOSÉ DEL GUAVIARE,2025,77,10
HUILA,ACEVEDO,2025,16,2
HUILA,AGRADO,2025,15,2
HUILA,AIPE,2025,22,3
HUILA,ALGECIRAS,2025,19,2
HUILA,ALTAMIRA,2025,15,2
HUILA,BARAYA,2025,19,2
HUILA,CAMPOALEGRE,2025,19,2
HUILA,COLOMBIA,2025,14,2
HUILA,ELÍAS,2025,11,1
HUILA,GARZÓN,2025,33,4
HUILA,GIGANTE,2025,35,4
HUILA,HOBO,2025,15,2
HUILA,IQUIRA,2025,15,2
HUILA,ISNOS,2025,11,1
HUILA,LA ARGENTINA,2025,7,1
HUILA,LA PLATA,2025,15,2
HUILA,NEIVA,2025,45,6
HUILA,NÁTAGA,2025,11,1
HUILA,OPORAPA,2025,15,2
HUILA,PAICOL,2025,11,1
HUILA,PALERMO,2025,35,4
HUILA,PITAL,2025,15,2
HUILA,PITALITO,2025,27,3
HUILA,RIVERA,2025,29,4
HUILA,SALADOBLANCO,2025,24,3
HUILA,SAN AGUSTÍN,2025,15,2
HUILA,SANTA MARÍA,2025,15,2
HUILA,SUAZA,2025,19,2
HUILA,TARQUI,2025,23,3
HUILA,TELLO,2025,23,3
HUILA,TERUEL,2025,15,2
HUILA,TESALIA,2025,7,1
HUILA,TIMANÁ,2025,22,3
HUILA,VILLAVIEJA,2025,19,2
HUILA,YAGUARÁ,2025,11,1
LA GUAJIRA,BARRANCAS,2025,42,5
LA GUAJIRA,DIBULLA,2025,46,6
LA GUAJIRA,DISTRACCIÓN,2025,38,5
LA GUAJIRA,EL MOLINO,2025,15,2
LA GUAJIRA,FONSECA,2025,42,5
LA GUAJIRA,HATONUEVO,2025,38,5
LA GUAJIRA,LA JAGUA DEL PILAR,2025,14,2
LA GUAJIRA,MAICAO,2025,62,8
LA GUAJIRA,RIOHACHA,2025,126,16
LA GUAJIRA,SAN JUAN DEL CESAR,2025,76,10
LA GUAJIRA,URIBIA,2025,57,7
LA GUAJIRA,URUMITA,2025,15,2
MAGDALENA,ALGARROBO,2025,27,3
MAGDALENA,ARACATACA,2025,31,4
MAGDALENA,ARIGUANÍ,2025,31,4
MAGDALENA,CERRO SAN ANTONIO,2025,19,2
MAGDALENA,CHIVOLO,2025,27,3
MAGDALENA,CIÉNAGA,2025,31,4
MAGDALENA,CONCORDIA,2025,23,3
MAGDALENA,EL BANCO,2025,58,7
MAGDALENA,EL PIÑON,2025,42,5
MAGDALENA,EL RETÉN,2025,35,4
MAGDALENA,FUNDACIÓN,2025,33,4
MAGDALENA,NUEVA GRANADA,2025,38,5
MAGDALENA,PEDRAZA,2025,18,2
MAGDALENA,PIJIÑO DEL CARMEN,2025,22,3
MAGDALENA,PIVIJAY,2025,35,4
MAGDALENA,PLATO,2025,31,4
MAGDALENA,PUEBLOVIEJO,2025,46,6
MAGDALENA,REMOLINO,2025,23,3
MAGDALENA,SABANAS DE SAN ANGEL,2025,24,3
MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,2025,31,4
MAGDALENA,SAN ZENÓN,2025,19,2
MAGDALENA,SANTA ANA,2025,15,2
MAGDALENA,SANTA BÁRBARA DE PINTO,2025,23,3
MAGDALENA,SANTA MARTA,2025,110,14
MAGDALENA,SITIONUEVO,2025,27,3
MAGDALENA,TENERIFE,2025,24,3
MAGDALENA,ZAPAYÁN,2025,31,4
MAGDALENA,ZONA BANANERA,2025,80,10
META,ACACÍAS,2025,49,6
META,BARRANCA DE UPÍA,2025,15,2
META,CABUYARO,2025,15,2
META,CASTILLA LA NUEVA,2025,22,3
META,CUMARAL,2025,38,5
META,EL CALVARIO,2025,15,2
META,EL CASTILLO,2025,23,3
META,EL DORADO,2025,12,2
META,FUENTE DE ORO,2025,31,4
META,GRANADA,2025,32,4
META,GUAMAL,2025,42,5
META,LA MACARENA,2025,35,4
META,LEJANÍAS,2025,27,3
META,MAPIRIPÁN,2025,7,1
META,MESETAS,2025,27,3
META,PUERTO CONCORDIA,2025,15,2
META,PUERTO GAITÁN,2025,15,2
META,PUERTO LLERAS,2025,15,2
META,PUERTO LÓPEZ,2025,45,6
META,SAN CARLOS DE GUAROA,2025,23,3
META,SAN JUAN DE ARAMA,2025,35,4
META,SAN JUANITO,2025,15,2
META,SAN LUIS DE CUBARRAL,2025,15,2
META,URIBE,2025,19,2
META,VILLAVICENCIO,2025,109,14
META,VISTAHERMOSA,2025,50,6
NARIÑO,ALDANA,2025,7,1
NARIÑO,ANCUYA,2025,15,2
NARIÑO,ARBOLEDA,2025,7,1
NARIÑO,BARBACOAS,2025,25,3
NARIÑO,BELÉN,2025,15,2
NARIÑO,BUESACO,2025,23,3
NARIÑO,CHACHAGÜÍ,2025,19,2
NARIÑO,COLÓN,2025,12,2
NARIÑO,CONSACÁ,2025,15,2
NARIÑO,CONTADERO,2025,11,1
NARIÑO,CUASPUD CARLOSAMA,2025,7,1
NARIÑO,CUMBAL,2025,19,2
NARIÑO,CUMBITARA,2025,11,1
NARIÑO,EL CHARCO,2025,7,1
NARIÑO,EL PEÑOL,2025,7,1
NARIÑO,EL ROSARIO,2025,11,1
NARIÑO,EL TABLÓN DE GÓMEZ,2025,10,1
NARIÑO,EL TAMBO,2025,37,5
NARIÑO,FRANCISCO PIZARRO,2025,11,1
NARIÑO,FUNES,2025,15,2
NARIÑO,GUACHUCAL,2025,15,2
NARIÑO,GUAITARILLA,2025,15,2
NARIÑO,GUALMATÁN,2025,11,1
NARIÑO,ILES,2025,11,1
NARIÑO,IMUÉS,2025,15,2
NARIÑO,IPIALES,2025,41,5
NARIÑO,LA CRUZ,2025,11,1
NARIÑO,LA FLORIDA,2025,19,2
NARIÑO,LA LLANADA,2025,7,1
NARIÑO,LA TOLA,2025,15,2
NARIÑO,LA UNIÓN,2025,29,4
NARIÑO,LEIVA,2025,15,2
NARIÑO,LINARES,2025,11,1
NARIÑO,LOS ANDES,2025,11,1
NARIÑO,MAGÜI,2025,11,1
NARIÑO,MALLAMA,2025,7,1
NARIÑO,OLAYA HERRERA,2025,15,2
NARIÑO,OSPINA,2025,11,1
NARIÑO,PASTO,2025,126,16
NARIÑO,POLICARPA,2025,15,2
NARIÑO,POTOSÍ,2025,11,1
NARIÑO,PROVIDENCIA,2025,31,4
NARIÑO,PUERRES,2025,15,2
NARIÑO,PUPIALES,2025,19,2
NARIÑO,ROBERTO PAYÁN,2025,3,0
NARIÑO,SAMANIEGO,2025,11,1
NARIÑO,SAN BERNARDO,2025,15,2
NARIÑO,SAN LORENZO,2025,12,2
NARIÑO,SAN PABLO,2025,22,3
NARIÑO,SAN PEDRO DE CARTAGO,2025,11,1
NARIÑO,SANDONÁ,2025,15,2
NARIÑO,SANTA BÁRBARA,2025,20,2
NARIÑO,SANTACRUZ,2025,3,0
NARIÑO,SAPUYES,2025,19,2
NARIÑO,TAMINANGO,2025,19,2
NARIÑO,TANGUA,2025,15,2
NARIÑO,TUMACO - SAN ANDRES DE TUMACO,2025,100,12
NARIÑO,TÚQUERRES,2025,19,2
NARIÑO,YACUANQUER,2025,11,1
NORTE DE SANTANDER,ABREGO,2025,15,2
NORTE DE SANTANDER,ARBOLEDAS,2025,19,2
NORTE DE SANTANDER,BOCHALEMA,2025,31,4
NORTE DE SANTANDER,BUCARASICA,2025,19,2
NORTE DE SANTANDER,CACHIRÁ,2025,23,3
NORTE DE SANTANDER,CHINÁCOTA,2025,35,4
NORTE DE SANTANDER,CHITAGÁ,2025,18,2
NORTE DE SANTANDER,CONVENCIÓN,2025,15,2
NORTE DE SANTANDER,CUCUTILLA,2025,15,2
NORTE DE SANTANDER,CÁCOTA,2025,11,1
NORTE DE SANTANDER,DURANIA,2025,27,3
NORTE DE SANTANDER,EL CARMEN,2025,19,2
NORTE DE SANTANDER,EL TARRA,2025,15,2
NORTE DE SANTANDER,EL ZULIA,2025,54,7
NORTE DE SANTANDER,GRAMALOTE,2025,23,3
NORTE DE SANTANDER,HACARÍ,2025,11,1
NORTE DE SANTANDER,HERRÁN,2025,7,1
NORTE DE SANTANDER,LA ESPERANZA,2025,33,4
NORTE DE SANTANDER,LA PLAYA,2025,11,1
NORTE DE SANTANDER,LABATECA,2025,11,1
NORTE DE SANTANDER,LOS PATIOS,2025,62,8
NORTE DE SANTANDER,LOURDES,2025,11,1
NORTE DE SANTANDER,MUTISCUA,2025,23,3
NORTE DE SANTANDER,OCAÑA,2025,54,7
NORTE DE SANTANDER,PAMPLONA,2025,15,2
NORTE DE SANTANDER,PAMPLONITA,2025,23,3
NORTE DE SANTANDER,PUERTO SANTANDER,2025,19,2
NORTE DE SANTANDER,RAGONVALIA,2025,15,2
NORTE DE SANTANDER,SALAZAR,2025,31,4
NORTE DE SANTANDER,SAN CALIXTO,2025,27,3
NORTE DE SANTANDER,SAN CAYETANO,2025,27,3
NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,2025,175,22
NORTE DE SANTANDER,SANTIAGO,2025,13,2
NORTE DE SANTANDER,SARDINATA,2025,38,5
NORTE DE SANTANDER,SILOS,2025,23,3
NORTE DE SANTANDER,TEORAMA,2025,15,2
NORTE DE SANTANDER,TIBÚ,2025,54,7
NORTE DE SANTANDER,VILLA CARO,2025,15,2
NORTE DE SANTANDER,VILLA DEL ROSARIO,2025,23,3
PUTUMAYO,MOCOA,2025,40,5
PUTUMAYO,ORITO,2025,44,6
PUTUMAYO,PUERTO ASÍS,2025,40,5
PUTUMAYO,PUERTO CAICEDO,2025,23,3
PUTUMAYO,PUERTO GUZMÁN,2025,50,6
PUTUMAYO,PUERTO LEGUÍZAMO,2025,31,4
PUTUMAYO,SIBUNDOY,2025,7,1
PUTUMAYO,VALLE DEL GUAMUEZ,2025,31,4
PUTUMAYO,VILLAGARZÓN,2025,40,5
QUINDÍO,ARMENIA,2025,46,6
QUINDÍO,BUENAVISTA,2025,30,4
QUINDÍO,CALARCA,2025,45,6
QUINDÍO,CIRCASIA,2025,62,8
QUINDÍO,FILANDIA,2025,19,2
QUINDÍO,GÉNOVA,2025,11,1
QUINDÍO,LA TEBAIDA,2025,35,4
QUINDÍO,MONTENEGRO,2025,46,6
QUINDÍO,PIJAO,2025,11,1
QUINDÍO,QUIMBAYA,2025,27,3
QUINDÍO,SALENTO,2025,31,4
RISARALDA,APÍA,2025,19,2
RISARALDA,BELÉN DE UMBRÍA,2025,15,2
RISARALDA,DOSQUEBRADAS,2025,42,5
RISARALDA,GUÁTICA,2025,31,4
RISARALDA,LA CELIA,2025,11,1
RISARALDA,LA VIRGINIA,2025,15,2
RISARALDA,MARSELLA,2025,31,4
RISARALDA,MISTRATÓ,2025,27,3
RISARALDA,PEREIRA,2025,276,34
RISARALDA,PUEBLO RICO,2025,23,3
RISARALDA,QUINCHÍA,2025,38,5
RISARALDA,SANTA ROSA DE CABAL,2025,50,6
RISARALDA,SANTUARIO,2025,31,4
SANTANDER,AGUADA,2025,11,1
SANTANDER,ARATOCA,2025,33,4
SANTANDER,BARICHARA,2025,23,3
SANTANDER,BARRANCABERMEJA,2025,105,13
SANTANDER,BETULIA,2025,28,4
SANTANDER,BOLÍVAR,2025,24,3
SANTANDER,BUCARAMANGA,2025,35,4
SANTANDER,CALIFORNIA,2025,11,1
SANTANDER,CAPITANEJO,2025,15,2
SANTANDER,CARCASÍ,2025,15,2
SANTANDER,CEPITÁ,2025,7,1
SANTANDER,CERRITO,2025,23,3
SANTANDER,CHARALÁ,2025,15,2
SANTANDER,CHARTA,2025,15,2
SANTANDER,CHIMA,2025,11,1
SANTANDER,CHIPATÁ,2025,18,2
SANTANDER,CIMITARRA,2025,58,7
SANTANDER,CONFINES,2025,15,2
SANTANDER,CONTRATACIÓN,2025,19,2
SANTANDER,COROMORO,2025,15,2
SANTANDER,CURITÍ,2025,15,2
SANTANDER,EL CARMEN DE CHUCURÍ,2025,19,2
SANTANDER,EL GUACAMAYO,2025,7,1
SANTANDER,EL PLAYÓN,2025,31,4
SANTANDER,ENCINO,2025,11,1
SANTANDER,ENCISO,2025,23,3
SANTANDER,FLORIDABLANCA,2025,80,10
SANTANDER,FLORIÁN,2025,15,2
SANTANDER,GALÁN,2025,11,1
SANTANDER,GAMBITA,2025,7,1
SANTANDER,GIRÓN,2025,58,7
SANTANDER,GUACA,2025,11,1
SANTANDER,GUAPOTÁ,2025,3,0
SANTANDER,GUAVATÁ,2025,15,2
SANTANDER,GÜEPSA,2025,15,2
SANTANDER,HATO,2025,11,1
SANTANDER,JESÚS MARÍA,2025,11,1
SANTANDER,JORDÁN,2025,15,2
SANTANDER,LA BELLEZA,2025,15,2
SANTANDER,LANDÁZURI,2025,31,4
SANTANDER,LEBRIJA,2025,27,3
SANTANDER,LOS SANTOS,2025,19,2
SANTANDER,MACARAVITA,2025,11,1
SANTANDER,MATANZA,2025,23,3
SANTANDER,MOGOTES,2025,11,1
SANTANDER,MOLAGAVITA,2025,7,1
SANTANDER,MÁLAGA,2025,19,2
SANTANDER,OCAMONTE,2025,11,1
SANTANDER,OIBA,2025,19,2
SANTANDER,ONZAGA,2025,18,2
SANTANDER,PALMAR,2025,11,1
SANTANDER,PALMAS DEL SOCORRO,2025,11,1
SANTANDER,PIEDECUESTA,2025,109,14
SANTANDER,PINCHOTE,2025,19,2
SANTANDER,PUENTE NACIONAL,2025,38,5
SANTANDER,PUERTO PARRA,2025,23,3
SANTANDER,PUERTO WILCHES,2025,61,8
SANTANDER,PÁRAMO,2025,15,2
SANTANDER,SABANA DE TORRES,2025,50,6
SANTANDER,SAN BENITO,2025,23,3
SANTANDER,SAN GIL,2025,15,2
SANTANDER,SAN JOAQUÍN,2025,11,1
SANTANDER,SAN JOSÉ DE MIRANDA,2025,15,2
SANTANDER,SAN MIGUEL,2025,24,3
SANTANDER,SAN VICENTE DE CHUCURÍ,2025,19,2
SANTANDER,SANTA HELENA DEL OPÓN,2025,19,2
SANTANDER,SIMACOTA,2025,27,3
SANTANDER,SOCORRO,2025,18,2
SANTANDER,SUAITA,2025,38,5
SANTANDER,SUCRE,2025,34,4
SANTANDER,SURATÁ,2025,14,2
SANTANDER,TONA,2025,23,3
SANTANDER,VALLE DE SAN JOSÉ,2025,15,2
SANTANDER,VETAS,2025,11,1
SANTANDER,VÉLEZ,2025,35,4
SANTANDER,ZAPATOCA,2025,23,3
SUCRE,CAIMITO,2025,74,9
SUCRE,CHALÁN,2025,35,4
SUCRE,COLOSO,2025,53,7
SUCRE,COROZAL,2025,74,9
SUCRE,COVEÑAS,2025,38,5
SUCRE,EL ROBLE,2025,66,8
SUCRE,GALERAS,2025,38,5
SUCRE,GUARANDA,2025,38,5
SUCRE,LOS PALMITOS,2025,50,6
SUCRE,MAJAGUAL,2025,72,9
SUCRE,MORROA,2025,36,4
SUCRE,OVEJAS,2025,80,10
SUCRE,PALMITO,2025,59,7
SUCRE,SAMPUÉS,2025,27,3
SUCRE,SAN BENITO ABAD,2025,70,9
SUCRE,SAN JOSÉ DE TOLUVIEJO,2025,42,5
SUCRE,SAN JUAN DE BETULIA,2025,23,3
SUCRE,SAN LUIS DE SINCÉ,2025,44,6
SUCRE,SAN MARCOS,2025,124,16
SUCRE,SAN ONOFRE,2025,105,13
SUCRE,SANTIAGO DE TOLÚ,2025,28,4
SUCRE,SINCELEJO,2025,53,7
TOLIMA,ALPUJARRA,2025,7,1
TOLIMA,ALVARADO,2025,23,3
TOLIMA,AMBALEMA,2025,19,2
TOLIMA,ANZOÁTEGUI,2025,19,2
TOLIMA,ARMERO,2025,28,4
TOLIMA,ATACO,2025,20,2
TOLIMA,CAJAMARCA,2025,15,2
TOLIMA,CARMEN DE APICALÁ,2025,15,2
TOLIMA,CASABIANCA,2025,11,1
TOLIMA,CHAPARRAL,2025,16,2
TOLIMA,COELLO,2025,24,3
TOLIMA,COYAIMA,2025,20,2
TOLIMA,CUNDAY,2025,20,2
TOLIMA,DOLORES,2025,15,2
TOLIMA,ESPINAL,2025,27,3
TOLIMA,FALAN,2025,15,2
TOLIMA,FLANDES,2025,23,3
TOLIMA,FRESNO,2025,15,2
TOLIMA,GUAMO,2025,35,4
TOLIMA,HERVEO,2025,19,2
TOLIMA,HONDA,2025,15,2
TOLIMA,IBAGUÉ,2025,48,6
TOLIMA,ICONONZO,2025,27,3
TOLIMA,LÉRIDA,2025,23,3
TOLIMA,LÍBANO,2025,19,2
TOLIMA,MARIQUITA - SAN SEBASTIÁN DE MARIQUITA,2025,15,2
TOLIMA,MELGAR,2025,54,7
TOLIMA,MURILLO,2025,11,1
TOLIMA,NATAGAIMA,2025,23,3
TOLIMA,ORTEGA,2025,23,3
TOLIMA,PALOCABILDO,2025,15,2
TOLIMA,PIEDRAS,2025,15,2
TOLIMA,PLANADAS,2025,18,2
TOLIMA,PRADO,2025,15,2
TOLIMA,PURIFICACIÓN,2025,22,3
TOLIMA,RIOBLANCO,2025,19,2
TOLIMA,RONCESVALLES,2025,18,2
TOLIMA,ROVIRA,2025,28,4
TOLIMA,SALDAÑA,2025,29,4
TOLIMA,SAN ANTONIO,2025,15,2
TOLIMA,SAN LUIS,2025,27,3
TOLIMA,SANTA ISABEL,2025,15,2
TOLIMA,SUÁREZ,2025,13,2
TOLIMA,VALLE DE SAN JUAN,2025,15,2
TOLIMA,VENADILLO,2025,19,2
TOLIMA,VILLAHERMOSA,2025,15,2
TOLIMA,VILLARRICA,2025,11,1
VALLE DEL CAUCA,ALCALÁ,2025,15,2
VALLE DEL CAUCA,ANDALUCÍA,2025,15,2
VALLE DEL CAUCA,ANSERMANUEVO,2025,15,2
VALLE DEL CAUCA,BUENAVENTURA,2025,103,13
VALLE DEL CAUCA,BUGALAGRANDE,2025,28,4
VALLE DEL CAUCA,CAICEDONIA,2025,19,2
VALLE DEL CAUCA,CALI,2025,122,15
VALLE DEL CAUCA,CALIMA,2025,15,2
VALLE DEL CAUCA,CANDELARIA,2025,50,6
VALLE DEL CAUCA,CARTAGO,2025,19,2
VALLE DEL CAUCA,DAGUA,2025,44,6
VALLE DEL CAUCA,EL CAIRO,2025,19,2
VALLE DEL CAUCA,EL CERRITO,2025,36,4
VALLE DEL CAUCA,EL DOVIO,2025,11,1
VALLE DEL CAUCA,EL ÁGUILA,2025,19,2
VALLE DEL CAUCA,FLORIDA,2025,28,4
VALLE DEL CAUCA,GINEBRA,2025,24,3
VALLE DEL CAUCA,GUACARÍ,2025,36,4
VALLE DEL CAUCA,GUADALAJARA DE BUGA,2025,38,5
VALLE DEL CAUCA,JAMUNDÍ,2025,70,9
VALLE DEL CAUCA,LA CUMBRE,2025,48,6
VALLE DEL CAUCA,OBANDO,2025,22,3
VALLE DEL CAUCA,PALMIRA,2025,136,17
VALLE DEL CAUCA,PRADERA,2025,27,3
VALLE DEL CAUCA,RESTREPO,2025,15,2
VALLE DEL CAUCA,RIOFRÍO,2025,31,4
VALLE DEL CAUCA,ROLDANILLO,2025,15,2
VALLE DEL CAUCA,SAN PEDRO,2025,27,3
VALLE DEL CAUCA,SEVILLA,2025,15,2
VALLE DEL CAUCA,TORO,2025,19,2
VALLE DEL CAUCA,TRUJILLO,2025,23,3
VALLE DEL CAUCA,TULUÁ,2025,54,7
VALLE DEL CAUCA,ULLOA,2025,15,2
VALLE DEL CAUCA,VERSALLES,2025,15,2
VALLE DEL CAUCA,VIJES,2025,19,2
VALLE DEL CAUCA,YOTOCO,2025,27,3
VALLE DEL CAUCA,YUMBO,2025,55,7
VALLE DEL CAUCA,ZARZAL,2025,31,4
VAUPÉS,CARURU,2025,3,0
VAUPÉS,MITÚ,2025,23,3
VAUPÉS,PACOA,2025,7,1
VAUPÉS,PAPUNAHUA,2025,11,1
VAUPÉS,YAVARATÉ,2025,3,0
VICHADA,CUMARIBO,2025,31,4
VICHADA,LA PRIMAVERA,2025,15,2
VICHADA,PUERTO CARREÑO,2025,27,3
VICHADA,SANTA ROSALÍA,2025,15,2
AMAZONAS,LETICIA,2026,85,11
AMAZONAS,PUERTO NARIÑO,2026,57,7
AMAZONAS,TARAPACÁ,2026,3,0
ANTIOQUIA,ABEJORRAL,2026,18,2
ANTIOQUIA,ABRIAQUÍ,2026,7,1
ANTIOQUIA,ALEJANDRÍA,2026,11,1
ANTIOQUIA,AMAGÁ,2026,46,6
ANTIOQUIA,AMALFI,2026,15,2
ANTIOQUIA,ANDES,2026,38,5
ANTIOQUIA,ANGELÓPOLIS,2026,23,3
ANTIOQUIA,ANGOSTURA,2026,19,2
ANTIOQUIA,ANORÍ,2026,11,1
ANTIOQUIA,ANZA,2026,15,2
ANTIOQUIA,APARTADÓ,2026,50,6
ANTIOQUIA,ARBOLETES,2026,37,5
ANTIOQUIA,ARGELIA,2026,15,2
ANTIOQUIA,BARBOSA,2026,48,6
ANTIOQUIA,BELLO,2026,42,5
ANTIOQUIA,BELMIRA,2026,15,2
ANTIOQUIA,BETANIA,2026,15,2
ANTIOQUIA,BRICEÑO,2026,13,2
ANTIOQUIA,BURITICÁ,2026,15,2
ANTIOQUIA,CAICEDO,2026,11,1
ANTIOQUIA,CALDAS,2026,46,6
ANTIOQUIA,CAMPAMENTO,2026,15,2
ANTIOQUIA,CARACOLÍ,2026,15,2
ANTIOQUIA,CARAMANTA,2026,15,2
ANTIOQUIA,CAREPA,2026,46,6
ANTIOQUIA,CAROLINA,2026,15,2
ANTIOQUIA,CAUCASIA,2026,44,6
ANTIOQUIA,CAÑASGORDAS,2026,23,3
ANTIOQUIA,CHIGORODÓ,2026,35,4
ANTIOQUIA,CISNEROS,2026,15,2
ANTIOQUIA,CIUDAD BOLÍVAR,2026,31,4
ANTIOQUIA,COCORNÁ,2026,14,2
ANTIOQUIA,CONCEPCIÓN,2026,11,1
ANTIOQUIA,COPACABANA,2026,27,3
ANTIOQUIA,CÁCERES,2026,62,8
ANTIOQUIA,DABEIBA,2026,18,2
ANTIOQUIA,DONMATÍAS,2026,31,4
ANTIOQUIA,EBÉJICO,2026,18,2
ANTIOQUIA,EL BAGRE,2026,27,3
ANTIOQUIA,EL CARMEN DE VIBORAL,2026,19,2
ANTIOQUIA,EL SANTUARIO,2026,15,2
ANTIOQUIA,ENTRERRIOS,2026,15,2
ANTIOQUIA,ENVIGADO,2026,85,11
ANTIOQUIA,FREDONIA,2026,38,5
ANTIOQUIA,FRONTINO,2026,23,3
ANTIOQUIA,GIRALDO,2026,15,2
ANTIOQUIA,GIRARDOTA,2026,62,8
ANTIOQUIA,GUADALUPE,2026,10,1
ANTIOQUIA,GUARNE,2026,22,3
ANTIOQUIA,GUATAPE,2026,19,2
ANTIOQUIA,GÓMEZ PLATA,2026,23,3
ANTIOQUIA,HELICONIA,2026,19,2
ANTIOQUIA,HISPANIA,2026,14,2
ANTIOQUIA,ITAGUI,2026,31,4
ANTIOQUIA,ITUANGO,2026,31,4
ANTIOQUIA,JARDÍN,2026,22,3
ANTIOQUIA,LA CEJA,2026,31,4
ANTIOQUIA,LA ESTRELLA,2026,38,5
ANTIOQUIA,LA PINTADA,2026,19,2
ANTIOQUIA,LIBORINA,2026,38,5
ANTIOQUIA,MACEO,2026,19,2
ANTIOQUIA,MARINILLA,2026,15,2
ANTIOQUIA,MEDELLÍN,2026,113,14
ANTIOQUIA,MONTEBELLO,2026,15,2
ANTIOQUIA,MURINDÓ,2026,15,2
ANTIOQUIA,MUTATÁ,2026,15,2
ANTIOQUIA,NARIÑO,2026,14,2
ANTIOQUIA,NECHÍ,2026,31,4
ANTIOQUIA,NECOCLÍ,2026,54,7
ANTIOQUIA,OLAYA,2026,23,3
ANTIOQUIA,PEQUE,2026,11,1
ANTIOQUIA,PEÑOL,2026,15,2
ANTIOQUIA,PUEBLORRICO,2026,11,1
ANTIOQUIA,PUERTO BERRÍO,2026,45,6
ANTIOQUIA,PUERTO NARE,2026,50,6
ANTIOQUIA,PUERTO TRIUNFO,2026,31,4
ANTIOQUIA,REMEDIOS,2026,27,3
ANTIOQUIA,RETIRO,2026,27,3
ANTIOQUIA,RIONEGRO,2026,77,10
ANTIOQUIA,SABANETA,2026,46,6
ANTIOQUIA,SALGAR,2026,23,3
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,2026,11,1
ANTIOQUIA,SAN JERÓNIMO,2026,19,2
ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,2026,11,1
ANTIOQUIA,SAN JUAN DE URABÁ,2026,31,4
ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,2026,19,2
ANTIOQUIA,SAN PEDRO DE URABA,2026,23,3
ANTIOQUIA,SAN RAFAEL,2026,15,2
ANTIOQUIA,SAN ROQUE,2026,27,3
ANTIOQUIA,SAN VICENTE FERRER,2026,27,3
ANTIOQUIA,SANTA ROSA DE OSOS,2026,35,4
ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,2026,42,5
ANTIOQUIA,SANTO DOMINGO,2026,35,4
ANTIOQUIA,SEGOVIA,2026,15,2
ANTIOQUIA,SONSON,2026,27,3
ANTIOQUIA,SOPETRÁN,2026,27,3
ANTIOQUIA,TARAZÁ,2026,31,4
ANTIOQUIA,TARSO,2026,23,3
ANTIOQUIA,TITIRIBÍ,2026,31,4
ANTIOQUIA,TOLEDO,2026,20,2
ANTIOQUIA,TURBO,2026,97,12
ANTIOQUIA,TÁMESIS,2026,19,2
ANTIOQUIA,URAMITA,2026,11,1
ANTIOQUIA,URRAO,2026,11,1
ANTIOQUIA,VALDIVIA,2026,31,4
ANTIOQUIA,VEGACHÍ,2026,18,2
