DEPARTAMENTO,MUNICIPIO,AÑO,Centros_5G_predicho,Antenas_5G_Predicho
META,MAPIRIPÁN,2026,7,1
META,MESETAS,2026,27,3
META,PUERTO CONCORDIA,2026,15,2
META,PUERTO GAITÁN,2026,15,2
META,PUERTO LLERAS,2026,15,2
META,PUERTO LÓPEZ,2026,45,6
META,SAN CARLOS DE GUAROA,2026,23,3
META,SAN JUAN DE ARAMA,2026,35,4
META,SAN JUANITO,2026,15,2
META,SAN LUIS DE CUBARRAL,2026,15,2
META,URIBE,2026,19,2
META,VILLAVICENCIO,2026,109,14
META,VISTAHERMOSA,2026,50,6
NARIÑO,ALDANA,2026,7,1
NARIÑO,ANCUYA,2026,15,2
NARIÑO,ARBOLEDA,2026,7,1
NARIÑO,BARBACOAS,2026,25,3
NARIÑO,BELÉN,2026,15,2
NARIÑO,BUESACO,2026,23,3
NARIÑO,CHACHAGÜÍ,2026,19,2
NARIÑO,COLÓN,2026,12,2
NARIÑO,CONSACÁ,2026,15,2
NARIÑO,CONTADERO,2026,11,1
NARIÑO,CUASPUD CARLOSAMA,2026,7,1
NARIÑO,CUMBAL,2026,19,2
NARIÑO,CUMBITARA,2026,11,1
NARIÑO,EL CHARCO,2026,7,1
NARIÑO,EL PEÑOL,2026,7,1
NARIÑO,EL ROSARIO,2026,11,1
NARIÑO,EL TABLÓN DE GÓMEZ,2026,10,1
NARIÑO,EL TAMBO,2026,37,5
NARIÑO,FRANCISCO PIZARRO,2026,11,1
NARIÑO,FUNES,2026,15,2
NARIÑO,GUACHUCAL,2026,15,2
NARIÑO,GUAITARILLA,2026,15,2
NARIÑO,GUALMATÁN,2026,11,1
NARIÑO,ILES,2026,11,1
NARIÑO,IMUÉS,2026,15,2
NARIÑO,IPIALES,2026,41,5
NARIÑO,LA CRUZ,2026,11,1
NARIÑO,LA FLORIDA,2026,19,2
NARIÑO,LA LLANADA,2026,7,1
NARIÑO,LA TOLA,2026,15,2
NARIÑO,LA UNIÓN,2026,29,4
NARIÑO,LEIVA,2026,15,2
NARIÑO,LINARES,2026,11,1
NARIÑO,LOS ANDES,2026,11,1
NARIÑO,MAGÜI,2026,11,1
NARIÑO,MALLAMA,2026,7,1
NARIÑO,OLAYA HERRERA,2026,15,2
NARIÑO,OSPINA,2026,11,1
NARIÑO,PASTO,2026,126,16
NARIÑO,POLICARPA,2026,15,2
NARIÑO,POTOSÍ,2026,11,1
NARIÑO,PROVIDENCIA,2026,31,4
NARIÑO,PUERRES,2026,15,2
NARIÑO,PUPIALES,2026,19,2
NARIÑO,ROBERTO PAYÁN,2026,3,0
NARIÑO,SAMANIEGO,2026,11,1
NARIÑO,SAN BERNARDO,2026,15,2
NARIÑO,SAN LORENZO,2026,12,2
NARIÑO,SAN PABLO,2026,22,3
NARIÑO,SAN PEDRO DE CARTAGO,2026,11,1
NARIÑO,SANDONÁ,2026,15,2
NARIÑO,SANTA BÁRBARA,2026,20,2
NARIÑO,SANTACRUZ,2026,3,0
NARIÑO,SAPUYES,2026,19,2
NARIÑO,TAMINANGO,2026,19,2
NARIÑO,TANGUA,2026,15,2
NARIÑO,TUMACO - SAN ANDRES DE TUMACO,2026,100,12
NARIÑO,TÚQUERRES,2026,19,2
NARIÑO,YACUANQUER,2026,11,1
NORTE DE SANTANDER,ABREGO,2026,15,2
NORTE DE SANTANDER,ARBOLEDAS,2026,19,2
NORTE DE SANTANDER,BOCHALEMA,2026,31,4
NORTE DE SANTANDER,BUCARASICA,2026,19,2
NORTE DE SANTANDER,CACHIRÁ,2026,23,3
NORTE DE SANTANDER,CHINÁCOTA,2026,35,4
NORTE DE SANTANDER,CHITAGÁ,2026,18,2
NORTE DE SANTANDER,CONVENCIÓN,2026,15,2
NORTE DE SANTANDER,CUCUTILLA,2026,15,2
NORTE DE SANTANDER,CÁCOTA,2026,11,1
NORTE DE SANTANDER,DURANIA,2026,27,3
NORTE DE SANTANDER,EL CARMEN,2026,19,2
NORTE DE SANTANDER,EL TARRA,2026,15,2
NORTE DE SANTANDER,EL ZULIA,2026,54,7
NORTE DE SANTANDER,GRAMALOTE,2026,23,3
NORTE DE SANTANDER,HACARÍ,2026,11,1
NORTE DE SANTANDER,HERRÁN,2026,7,1
NORTE DE SANTANDER,LA ESPERANZA,2026,33,4
NORTE DE SANTANDER,LA PLAYA,2026,11,1
NORTE DE SANTANDER,LABATECA,2026,11,1
NORTE DE SANTANDER,LOS PATIOS,2026,62,8
NORTE DE SANTANDER,LOURDES,2026,11,1
NORTE DE SANTANDER,MUTISCUA,2026,23,3
NORTE DE SANTANDER,OCAÑA,2026,54,7
NORTE DE SANTANDER,PAMPLONA,2026,15,2
NORTE DE SANTANDER,PAMPLONITA,2026,23,3
NORTE DE SANTANDER,PUERTO SANTANDER,2026,19,2
NORTE DE SANTANDER,RAGONVALIA,2026,15,2
NORTE DE SANTANDER,SALAZAR,2026,31,4
NORTE DE SANTANDER,SAN CALIXTO,2026,27,3
NORTE DE SANTANDER,SAN CAYETANO,2026,27,3
NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,2026,175,22
NORTE DE SANTANDER,SANTIAGO,2026,13,2
NORTE DE SANTANDER,SARDINATA,2026,38,5
NORTE DE SANTANDER,SILOS,2026,23,3
NORTE DE SANTANDER,TEORAMA,2026,15,2
NORTE DE SANTANDER,TIBÚ,2026,54,7
NORTE DE SANTANDER,VILLA CARO,2026,15,2
NORTE DE SANTANDER,VILLA DEL ROSARIO,2026,23,3
PUTUMAYO,MOCOA,2026,40,5
PUTUMAYO,ORITO,2026,44,6
PUTUMAYO,PUERTO ASÍS,2026,40,5
PUTUMAYO,PUERTO CAICEDO,2026,23,3
PUTUMAYO,PUERTO GUZMÁN,2026,50,6
PUTUMAYO,PUERTO LEGUÍZAMO,2026,31,4
PUTUMAYO,SIBUNDOY,2026,7,1
PUTUMAYO,VALLE DEL GUAMUEZ,2026,31,4
PUTUMAYO,VILLAGARZÓN,2026,40,5
QUINDÍO,ARMENIA,2026,46,6
QUINDÍO,BUENAVISTA,2026,30,4
QUINDÍO,CALARCA,2026,45,6
QUINDÍO,CIRCASIA,2026,62,8
QUINDÍO,FILANDIA,2026,19,2
QUINDÍO,GÉNOVA,2026,11,1
QUINDÍO,LA TEBAIDA,2026,35,4
QUINDÍO,MONTENEGRO,2026,46,6
QUINDÍO,PIJAO,2026,11,1
QUINDÍO,QUIMBAYA,2026,27,3
QUINDÍO,SALENTO,2026,31,4
RISARALDA,APÍA,2026,19,2
RISARALDA,BELÉN DE UMBRÍA,2026,15,2
RISARALDA,DOSQUEBRADAS,2026,42,5
RISARALDA,GUÁTICA,2026,31,4
RISARALDA,LA CELIA,2026,11,1
RISARALDA,LA VIRGINIA,2026,15,2
RISARALDA,MARSELLA,2026,31,4
RISARALDA,MISTRATÓ,2026,27,3
RISARALDA,PEREIRA,2026,276,34
RISARALDA,PUEBLO RICO,2026,23,3
RISARALDA,QUINCHÍA,2026,38,5
RISARALDA,SANTA ROSA DE CABAL,2026,50,6
RISARALDA,SANTUARIO,2026,31,4
SANTANDER,AGUADA,2026,11,1
SANTANDER,ARATOCA,2026,33,4
SANTANDER,BARICHARA,2026,23,3
SANTANDER,BARRANCABERMEJA,2026,105,13
SANTANDER,BETULIA,2026,28,4
SANTANDER,BOLÍVAR,2026,24,3
SANTANDER,BUCARAMANGA,2026,35,4
SANTANDER,CALIFORNIA,2026,11,1
SANTANDER,CAPITANEJO,2026,15,2
SANTANDER,CARCASÍ,2026,15,2
SANTANDER,CEPITÁ,2026,7,1
SANTANDER,CERRITO,2026,23,3
SANTANDER,CHARALÁ,2026,15,2
SANTANDER,CHARTA,2026,15,2
SANTANDER,CHIMA,2026,11,1
SANTANDER,CHIPATÁ,2026,18,2
SANTANDER,CIMITARRA,2026,58,7
SANTANDER,CONFINES,2026,15,2
SANTANDER,CONTRATACIÓN,2026,19,2
SANTANDER,COROMORO,2026,15,2
SANTANDER,CURITÍ,2026,15,2
SANTANDER,EL CARMEN DE CHUCURÍ,2026,19,2
SANTANDER,EL GUACAMAYO,2026,7,1
SANTANDER,EL PLAYÓN,2026,31,4
SANTANDER,ENCINO,2026,11,1
SANTANDER,ENCISO,2026,23,3
SANTANDER,FLORIDABLANCA,2026,80,10
SANTANDER,FLORIÁN,2026,15,2
SANTANDER,GALÁN,2026,11,1
SANTANDER,GAMBITA,2026,7,1
SANTANDER,GIRÓN,2026,58,7
SANTANDER,GUACA,2026,11,1
SANTANDER,GUAPOTÁ,2026,3,0
SANTANDER,GUAVATÁ,2026,15,2
SANTANDER,GÜEPSA,2026,15,2
SANTANDER,HATO,2026,11,1
SANTANDER,JESÚS MARÍA,2026,11,1
SANTANDER,JORDÁN,2026,15,2
SANTANDER,LA BELLEZA,2026,15,2
SANTANDER,LANDÁZURI,2026,31,4
SANTANDER,LEBRIJA,2026,27,3
SANTANDER,LOS SANTOS,2026,19,2
SANTANDER,MACARAVITA,2026,11,1
SANTANDER,MATANZA,2026,23,3
SANTANDER,MOGOTES,2026,11,1
SANTANDER,MOLAGAVITA,2026,7,1
SANTANDER,MÁLAGA,2026,19,2
SANTANDER,OCAMONTE,2026,11,1
SANTANDER,OIBA,2026,19,2
SANTANDER,ONZAGA,2026,18,2
SANTANDER,PALMAR,2026,11,1
SANTANDER,PALMAS DEL SOCORRO,2026,11,1
SANTANDER,PIEDECUESTA,2026,109,14
SANTANDER,PINCHOTE,2026,19,2
SANTANDER,PUENTE NACIONAL,2026,38,5
SANTANDER,PUERTO PARRA,2026,23,3
SANTANDER,PUERTO WILCHES,2026,61,8
SANTANDER,PÁRAMO,2026,15,2
SANTANDER,SABANA DE TORRES,2026,50,6
SANTANDER,SAN BENITO,2026,23,3
SANTANDER,SAN GIL,2026,15,2
SANTANDER,SAN JOAQUÍN,2026,11,1
SANTANDER,SAN JOSÉ DE MIRANDA,2026,15,2
SANTANDER,SAN MIGUEL,2026,24,3
SANTANDER,SAN VICENTE DE CHUCURÍ,2026,19,2
SANTANDER,SANTA HELENA DEL OPÓN,2026,19,2
SANTANDER,SIMACOTA,2026,27,3
SANTANDER,SOCORRO,2026,18,2
SANTANDER,SUAITA,2026,38,5
SANTANDER,SUCRE,2026,34,4
SANTANDER,SURATÁ,2026,14,2
SANTANDER,TONA,2026,23,3
SANTANDER,VALLE DE SAN JOSÉ,2026,15,2
SANTANDER,VETAS,2026,11,1
SANTANDER,VÉLEZ,2026,35,4
SANTANDER,ZAPATOCA,2026,23,3
SUCRE,CAIMITO,2026,74,9
SUCRE,CHALÁN,2026,35,4
SUCRE,COLOSO,2026,53,7
SUCRE,COROZAL,2026,74,9
SUCRE,COVEÑAS,2026,38,5
SUCRE,EL ROBLE,2026,66,8
SUCRE,GALERAS,2026,38,5
SUCRE,GUARANDA,2026,38,5
SUCRE,LOS PALMITOS,2026,50,6
SUCRE,MAJAGUAL,2026,72,9
SUCRE,MORROA,2026,36,4
SUCRE,OVEJAS,2026,80,10
SUCRE,PALMITO,2026,59,7
SUCRE,SAMPUÉS,2026,27,3
SUCRE,SAN BENITO ABAD,2026,70,9
SUCRE,SAN JOSÉ DE TOLUVIEJO,2026,42,5
SUCRE,SAN JUAN DE BETULIA,2026,23,3
SUCRE,SAN LUIS DE SINCÉ,2026,44,6
SUCRE,SAN MARCOS,2026,124,16
SUCRE,SAN ONOFRE,2026,105,13
SUCRE,SANTIAGO DE TOLÚ,2026,28,4
SUCRE,SINCELEJO,2026,53,7
TOLIMA,ALPUJARRA,2026,7,1
TOLIMA,ALVARADO,2026,23,3
TOLIMA,AMBALEMA,2026,19,2
TOLIMA,ANZOÁTEGUI,2026,19,2
TOLIMA,ARMERO,2026,28,4
TOLIMA,ATACO,2026,20,2
TOLIMA,CAJAMARCA,2026,15,2
TOLIMA,CARMEN DE APICALÁ,2026,15,2
TOLIMA,CASABIANCA,2026,11,1
TOLIMA,CHAPARRAL,2026,16,2
TOLIMA,COELLO,2026,24,3
TOLIMA,COYAIMA,2026,20,2
TOLIMA,CUNDAY,2026,20,2
TOLIMA,DOLORES,2026,15,2
TOLIMA,ESPINAL,2026,27,3
TOLIMA,FALAN,2026,15,2
TOLIMA,FLANDES,2026,23,3
TOLIMA,FRESNO,2026,15,2
TOLIMA,GUAMO,2026,35,4
TOLIMA,HERVEO,2026,19,2
TOLIMA,HONDA,2026,15,2
TOLIMA,IBAGUÉ,2026,48,6
TOLIMA,ICONONZO,2026,27,3
TOLIMA,LÉRIDA,2026,23,3
TOLIMA,LÍBANO,2026,19,2
TOLIMA,MARIQUITA - SAN SEBASTIÁN DE MARIQUITA,2026,15,2
TOLIMA,MELGAR,2026,54,7
TOLIMA,MURILLO,2026,11,1
TOLIMA,NATAGAIMA,2026,23,3
TOLIMA,ORTEGA,2026,23,3
TOLIMA,PALOCABILDO,2026,15,2
TOLIMA,PIEDRAS,2026,15,2
TOLIMA,PLANADAS,2026,18,2
TOLIMA,PRADO,2026,15,2
TOLIMA,PURIFICACIÓN,2026,22,3
TOLIMA,RIOBLANCO,2026,19,2
TOLIMA,RONCESVALLES,2026,18,2
TOLIMA,ROVIRA,2026,28,4
TOLIMA,SALDAÑA,2026,29,4
TOLIMA,SAN ANTONIO,2026,15,2
TOLIMA,SAN LUIS,2026,27,3
TOLIMA,SANTA ISABEL,2026,15,2
TOLIMA,SUÁREZ,2026,13,2
TOLIMA,VALLE DE SAN JUAN,2026,15,2
TOLIMA,VENADILLO,2026,19,2
TOLIMA,VILLAHERMOSA,2026,15,2
TOLIMA,VILLARRICA,2026,11,1
VALLE DEL CAUCA,ALCALÁ,2026,15,2
VALLE DEL CAUCA,ANDALUCÍA,2026,15,2
VALLE DEL CAUCA,ANSERMANUEVO,2026,15,2
VALLE DEL CAUCA,BUENAVENTURA,2026,103,13
VALLE DEL CAUCA,BUGALAGRANDE,2026,28,4
VALLE DEL CAUCA,CAICEDONIA,2026,19,2
VALLE DEL CAUCA,CALI,2026,122,15
VALLE DEL CAUCA,CALIMA,2026,15,2
VALLE DEL CAUCA,CANDELARIA,2026,50,6
VALLE DEL CAUCA,CARTAGO,2026,19,2
VALLE DEL CAUCA,DAGUA,2026,44,6
VALLE DEL CAUCA,EL CAIRO,2026,19,2
VALLE DEL CAUCA,EL CERRITO,2026,36,4
VALLE DEL CAUCA,EL DOVIO,2026,11,1
VALLE DEL CAUCA,EL ÁGUILA,2026,19,2
VALLE DEL CAUCA,FLORIDA,2026,28,4
VALLE DEL CAUCA,GINEBRA,2026,24,3
VALLE DEL CAUCA,GUACARÍ,2026,36,4
VALLE DEL CAUCA,GUADALAJARA DE BUGA,2026,38,5
VALLE DEL CAUCA,JAMUNDÍ,2026,70,9
VALLE DEL CAUCA,LA CUMBRE,2026,48,6
VALLE DEL CAUCA,OBANDO,2026,22,3
VALLE DEL CAUCA,PALMIRA,2026,136,17
VALLE DEL CAUCA,PRADERA,2026,27,3
VALLE DEL CAUCA,RESTREPO,2026,15,2
VALLE DEL CAUCA,RIOFRÍO,2026,31,4
VALLE DEL CAUCA,ROLDANILLO,2026,15,2
VALLE DEL CAUCA,SAN PEDRO,2026,27,3
VALLE DEL CAUCA,SEVILLA,2026,15,2
VALLE DEL CAUCA,TORO,2026,19,2
VALLE DEL CAUCA,TRUJILLO,2026,23,3
VALLE DEL CAUCA,TULUÁ,2026,54,7
VALLE DEL CAUCA,ULLOA,2026,15,2
VALLE DEL CAUCA,VERSALLES,2026,15,2
VALLE DEL CAUCA,VIJES,2026,19,2
VALLE DEL CAUCA,YOTOCO,2026,27,3
VALLE DEL CAUCA,YUMBO,2026,55,7
VALLE DEL CAUCA,ZARZAL,2026,31,4
VAUPÉS,CARURU,2026,3,0
VAUPÉS,MITÚ,2026,23,3
VAUPÉS,PACOA,2026,7,1
VAUPÉS,PAPUNAHUA,2026,11,1
VAUPÉS,YAVARATÉ,2026,3,0
VICHADA,CUMARIBO,2026,31,4
VICHADA,LA PRIMAVERA,2026,15,2
VICHADA,PUERTO CARREÑO,2026,27,3
VICHADA,SANTA ROSALÍA,2026,15,2
AMAZONAS,LETICIA,2027,85,11
AMAZONAS,PUERTO NARIÑO,2027,57,7
AMAZONAS,TARAPACÁ,2027,3,0
ANTIOQUIA,ABEJORRAL,2027,18,2
ANTIOQUIA,ABRIAQUÍ,2027,7,1
ANTIOQUIA,ALEJANDRÍA,2027,11,1
ANTIOQUIA,AMAGÁ,2027,46,6
ANTIOQUIA,AMALFI,2027,15,2
ANTIOQUIA,ANDES,2027,38,5
ANTIOQUIA,ANGELÓPOLIS,2027,23,3
ANTIOQUIA,ANGOSTURA,2027,19,2
ANTIOQUIA,ANORÍ,2027,11,1
ANTIOQUIA,ANZA,2027,15,2
ANTIOQUIA,APARTADÓ,2027,50,6
ANTIOQUIA,ARBOLETES,2027,37,5
ANTIOQUIA,ARGELIA,2027,15,2
ANTIOQUIA,BARBOSA,2027,48,6
ANTIOQUIA,BELLO,2027,42,5
ANTIOQUIA,BELMIRA,2027,15,2
ANTIOQUIA,BETANIA,2027,15,2
ANTIOQUIA,BRICEÑO,2027,13,2
ANTIOQUIA,BURITICÁ,2027,15,2
ANTIOQUIA,CAICEDO,2027,11,1
ANTIOQUIA,CALDAS,2027,46,6
ANTIOQUIA,CAMPAMENTO,2027,15,2
ANTIOQUIA,CARACOLÍ,2027,15,2
ANTIOQUIA,CARAMANTA,2027,15,2
ANTIOQUIA,CAREPA,2027,46,6
ANTIOQUIA,CAROLINA,2027,15,2
ANTIOQUIA,CAUCASIA,2027,44,6
ANTIOQUIA,CAÑASGORDAS,2027,23,3
ANTIOQUIA,CHIGORODÓ,2027,35,4
ANTIOQUIA,CISNEROS,2027,15,2
ANTIOQUIA,CIUDAD BOLÍVAR,2027,31,4
ANTIOQUIA,COCORNÁ,2027,14,2
ANTIOQUIA,CONCEPCIÓN,2027,11,1
ANTIOQUIA,COPACABANA,2027,27,3
ANTIOQUIA,CÁCERES,2027,62,8
ANTIOQUIA,DABEIBA,2027,18,2
ANTIOQUIA,DONMATÍAS,2027,31,4
ANTIOQUIA,EBÉJICO,2027,18,2
ANTIOQUIA,EL BAGRE,2027,27,3
ANTIOQUIA,EL CARMEN DE VIBORAL,2027,19,2
ANTIOQUIA,EL SANTUARIO,2027,15,2
ANTIOQUIA,ENTRERRIOS,2027,15,2
ANTIOQUIA,ENVIGADO,2027,85,11
ANTIOQUIA,FREDONIA,2027,38,5
ANTIOQUIA,FRONTINO,2027,23,3
ANTIOQUIA,GIRALDO,2027,15,2
ANTIOQUIA,GIRARDOTA,2027,62,8
ANTIOQUIA,GUADALUPE,2027,10,1
ANTIOQUIA,GUARNE,2027,22,3
ANTIOQUIA,GUATAPE,2027,19,2
ANTIOQUIA,GÓMEZ PLATA,2027,23,3
ANTIOQUIA,HELICONIA,2027,19,2
ANTIOQUIA,HISPANIA,2027,14,2
ANTIOQUIA,ITAGUI,2027,31,4
ANTIOQUIA,ITUANGO,2027,31,4
ANTIOQUIA,JARDÍN,2027,22,3
ANTIOQUIA,LA CEJA,2027,31,4
ANTIOQUIA,LA ESTRELLA,2027,38,5
ANTIOQUIA,LA PINTADA,2027,19,2
ANTIOQUIA,LIBORINA,2027,38,5
ANTIOQUIA,MACEO,2027,19,2
ANTIOQUIA,MARINILLA,2027,15,2
ANTIOQUIA,MEDELLÍN,2027,113,14
ANTIOQUIA,MONTEBELLO,2027,15,2
ANTIOQUIA,MURINDÓ,2027,15,2
ANTIOQUIA,MUTATÁ,2027,15,2
ANTIOQUIA,NARIÑO,2027,14,2
ANTIOQUIA,NECHÍ,2027,31,4
ANTIOQUIA,NECOCLÍ,2027,54,7
ANTIOQUIA,OLAYA,2027,23,3
ANTIOQUIA,PEQUE,2027,11,1
ANTIOQUIA,PEÑOL,2027,15,2
ANTIOQUIA,PUEBLORRICO,2027,11,1
ANTIOQUIA,PUERTO BERRÍO,2027,45,6
ANTIOQUIA,PUERTO NARE,2027,50,6
ANTIOQUIA,PUERTO TRIUNFO,2027,31,4
ANTIOQUIA,REMEDIOS,2027,27,3
ANTIOQUIA,RETIRO,2027,27,3
ANTIOQUIA,RIONEGRO,2027,77,10
ANTIOQUIA,SABANETA,2027,46,6
ANTIOQUIA,SALGAR,2027,23,3
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,2027,11,1
ANTIOQUIA,SAN JERÓNIMO,2027,19,2
ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,2027,11,1
ANTIOQUIA,SAN JUAN DE URABÁ,2027,31,4
ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,2027,19,2
ANTIOQUIA,SAN PEDRO DE URABA,2027,23,3
ANTIOQUIA,SAN RAFAEL,2027,15,2
ANTIOQUIA,SAN ROQUE,2027,27,3
ANTIOQUIA,SAN VICENTE FERRER,2027,27,3
ANTIOQUIA,SANTA ROSA DE OSOS,2027,35,4
ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,2027,42,5
ANTIOQUIA,SANTO DOMINGO,2027,35,4
ANTIOQUIA,SEGOVIA,2027,15,2
ANTIOQUIA,SONSON,2027,27,3
ANTIOQUIA,SOPETRÁN,2027,27,3
ANTIOQUIA,TARAZÁ,2027,31,4
ANTIOQUIA,TARSO,2027,23,3
ANTIOQUIA,TITIRIBÍ,2027,31,4
ANTIOQUIA,TOLEDO,2027,20,2
ANTIOQUIA,TURBO,2027,97,12
ANTIOQUIA,TÁMESIS,2027,19,2
ANTIOQUIA,URAMITA,2027,11,1
ANTIOQUIA,URRAO,2027,11,1
ANTIOQUIA,VALDIVIA,2027,31,4
ANTIOQUIA,VEGACHÍ,2027,18,2
ANTIOQUIA,VENECIA,2027,22,3
ANTIOQUIA,VIGÍA DEL FUERTE,2027,19,2
ANTIOQUIA,YALÍ,2027,19,2
ANTIOQUIA,YARUMAL,2027,50,6
ANTIOQUIA,YOLOMBÓ,2027,19,2
ANTIOQUIA,YONDÓ,2027,44,6
ANTIOQUIA,ZARAGOZA,2027,33,4
ARAUCA,ARAUCA,2027,23,3
ARAUCA,ARAUQUITA,2027,42,5
ARAUCA,CRAVO NORTE,2027,7,1
ARAUCA,FORTUL,2027,23,3
ARAUCA,PUERTO RONDÓN,2027,15,2
ARAUCA,SARAVENA,2027,27,3
ARAUCA,TAME,2027,31,4
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAN ANDRÉS,2027,35,4
ATLÁNTICO,BARANOA,2027,42,5
ATLÁNTICO,BARRANQUILLA,2027,15,2
ATLÁNTICO,CAMPO DE LA CRUZ,2027,19,2
ATLÁNTICO,GALAPA,2027,15,2
ATLÁNTICO,JUAN DE ACOSTA,2027,42,5
ATLÁNTICO,LURUACO,2027,50,6
ATLÁNTICO,MALAMBO,2027,31,4
ATLÁNTICO,MANATÍ,2027,19,2
ATLÁNTICO,PALMAR DE VARELA,2027,19,2
ATLÁNTICO,PIOJÓ,2027,31,4
ATLÁNTICO,POLONUEVO,2027,19,2
ATLÁNTICO,PONEDERA,2027,38,5
ATLÁNTICO,PUERTO COLOMBIA,2027,19,2
ATLÁNTICO,REPELÓN,2027,42,5
ATLÁNTICO,SABANAGRANDE,2027,15,2
ATLÁNTICO,SABANALARGA,2027,38,5
ATLÁNTICO,SANTA LUCÍA,2027,15,2
ATLÁNTICO,SANTO TOMÁS,2027,15,2
ATLÁNTICO,SOLEDAD,2027,15,2
ATLÁNTICO,SUAN,2027,11,1
ATLÁNTICO,TUBARÁ,2027,51,6
ATLÁNTICO,USIACURÍ,2027,15,2
BOGOTÁ D.C.,"BOGOTÁ, D.C.",2027,46,6
BOLÍVAR,ACHÍ,2027,25,3
BOLÍVAR,ALTOS DEL ROSARIO,2027,18,2
BOLÍVAR,ARENAL,2027,19,2
BOLÍVAR,ARJONA,2027,31,4
BOLÍVAR,ARROYOHONDO,2027,31,4
BOLÍVAR,BARRANCO DE LOBA,2027,18,2
BOLÍVAR,CALAMAR,2027,31,4
BOLÍVAR,CANTAGALLO,2027,19,2
BOLÍVAR,CARTAGENA,2027,168,21
BOLÍVAR,CICUCO,2027,27,3
BOLÍVAR,CLEMENCIA,2027,11,1
BOLÍVAR,CÓRDOBA,2027,28,4
BOLÍVAR,EL CARMEN DE BOLÍVAR,2027,70,9
BOLÍVAR,EL GUAMO,2027,25,3
BOLÍVAR,EL PEÑÓN,2027,25,3
BOLÍVAR,HATILLO DE LOBA,2027,19,2
BOLÍVAR,MAGANGUÉ,2027,68,8
BOLÍVAR,MAHATES,2027,50,6
BOLÍVAR,MARGARITA,2027,23,3
BOLÍVAR,MARÍA LA BAJA,2027,141,18
BOLÍVAR,MONTECRISTO,2027,11,1
BOLÍVAR,MORALES,2027,25,3
BOLÍVAR,NOROSÍ,2027,14,2
BOLÍVAR,PINILLOS,2027,15,2
BOLÍVAR,REGIDOR,2027,32,4
BOLÍVAR,RÍO VIEJO,2027,22,3
BOLÍVAR,SAN CRISTÓBAL,2027,19,2
BOLÍVAR,SAN ESTANISLAO,2027,19,2
BOLÍVAR,SAN FERNANDO,2027,35,4
BOLÍVAR,SAN JACINTO,2027,29,4
BOLÍVAR,SAN JACINTO DEL CAUCA,2027,22,3
BOLÍVAR,SAN JUAN NEPOMUCENO,2027,31,4
BOLÍVAR,SAN MARTÍN DE LOBA,2027,23,3
BOLÍVAR,SANTA CATALINA,2027,38,5
BOLÍVAR,SANTA CRUZ DE MOMPOX,2027,22,3
BOLÍVAR,SANTA ROSA,2027,17,2
BOLÍVAR,SANTA ROSA DEL SUR,2027,18,2
BOLÍVAR,SIMITÍ,2027,57,7
BOLÍVAR,SOPLAVIENTO,2027,15,2
BOLÍVAR,TALAIGUA NUEVO,2027,24,3
BOLÍVAR,TIQUISIO,2027,23,3
BOLÍVAR,TURBACO,2027,46,6
BOLÍVAR,TURBANÁ,2027,19,2
BOLÍVAR,ZAMBRANO,2027,15,2
BOYACÁ,ALMEIDA,2027,11,1
BOYACÁ,AQUITANIA,2027,38,5
BOYACÁ,ARCABUCO,2027,15,2
BOYACÁ,BERBEO,2027,11,1
BOYACÁ,BETÉITIVA,2027,15,2
BOYACÁ,BOAVITA,2027,11,1
BOYACÁ,BOYACÁ,2027,11,1
BOYACÁ,BUSBANZÁ,2027,11,1
BOYACÁ,CAMPOHERMOSO,2027,19,2
BOYACÁ,CERINZA,2027,15,2
BOYACÁ,CHINAVITA,2027,11,1
BOYACÁ,CHIQUINQUIRÁ,2027,16,2
BOYACÁ,CHISCAS,2027,15,2
BOYACÁ,CHITA,2027,16,2
BOYACÁ,CHITARAQUE,2027,11,1
BOYACÁ,CHIVATÁ,2027,15,2
BOYACÁ,CHIVOR,2027,11,1
BOYACÁ,CHÍQUIZA,2027,15,2
BOYACÁ,CIÉNEGA,2027,11,1
BOYACÁ,COPER,2027,11,1
BOYACÁ,CORRALES,2027,11,1
BOYACÁ,COVARACHÍA,2027,7,1
BOYACÁ,CUBARÁ,2027,19,2
BOYACÁ,CUCAITA,2027,11,1
BOYACÁ,CUÍTIVA,2027,15,2
BOYACÁ,CÓMBITA,2027,23,3
BOYACÁ,DUITAMA,2027,50,6
BOYACÁ,EL COCUY,2027,19,2
BOYACÁ,EL ESPINO,2027,11,1
BOYACÁ,FIRAVITOBA,2027,15,2
BOYACÁ,FLORESTA,2027,15,2
BOYACÁ,GACHANTIVÁ,2027,7,1
BOYACÁ,GAMEZA,2027,11,1
BOYACÁ,GARAGOA,2027,15,2
BOYACÁ,GUACAMAYAS,2027,11,1
BOYACÁ,GUATEQUE,2027,15,2
BOYACÁ,GUAYATÁ,2027,11,1
BOYACÁ,GÜICÁN,2027,11,1
BOYACÁ,IZA,2027,11,1
BOYACÁ,JENESANO,2027,15,2
BOYACÁ,JERICÓ,2027,17,2
